pedido_id,fecha,zona,tipo_servicio,distancia_km,peso_kg,tiempo_entrega_min,costo_envio,calificacion_cliente
4298,2026-06-26,Centro,Estándar,4.41,2.14,47.9,6902.0,2.0
4299,2026-06-27,Periferia,Estándar,4.65,1.15,49.9,5944.0,3.0
4300,2026-06-08,Periferia,Estándar,5.69,1.42,42.7,6339.0,3.0
4301,2026-06-19,Periferia,Estándar,16.37,1.8,113.2,14258.0,1.0
4302,2026-06-28,Residencial,Express,10.04,3.47,53.0,14049.0,3.0
4303,2026-06-10,Periferia,Estándar,5.71,2.21,47.5,7660.0,5.0
4304,2026-06-01,Centro,Estándar,3.82,2.27,38.7,5662.0,4.0
4305,2026-06-25,Industrial,Express,6.56,4.2,33.4,11829.0,5.0
4306,2026-06-29,Centro,Express,3.4,1.63,37.7,9996.0,3.0
4307,2026-06-13,Residencial,Estándar,3.68,1.0,35.4,5121.0,4.0
4308,2026-06-17,Centro,Estándar,2.99,2.48,38.3,4531.0,2.0
4309,2026-06-03,Residencial,Estándar,7.74,1.49,67.4,7301.0,1.0
4310,2026-06-08,Periferia,Estándar,4.05,1.16,40.0,6003.0,3.0
4311,2026-06-14,Comercial,Estándar,6.41,0.53,56.5,7527.0,2.0
4312,2026-06-03,Industrial,Express,2.75,3.37,16.2,8762.0,5.0
4313,2026-06-16,Residencial,Estándar,2.09,2.95,42.3,5644.0,3.0
4314,2026-06-13,Industrial,Estándar,3.66,1.55,31.8,5756.0,5.0
4315,2026-06-20,Industrial,Estándar,2.56,21.91,239.2,11092.0,1.0
4316,2026-06-24,Industrial,Estándar,4.5,4.36,35.9,7836.0,5.0
4317,2026-06-17,Comercial,Express,5.25,1.96,49.4,9722.0,4.0
4318,2026-06-13,Residencial,Estándar,3.37,7.28,39.6,6956.0,4.0
4319,2026-06-29,Centro,Estándar,8.25,3.41,44.5,8997.0,4.0
4320,2026-06-06,Centro,Express,1.61,2.22,32.7,7340.0,4.0
4321,2026-06-17,Centro,Estándar,6.65,3.85,39.9,8782.0,3.0
4322,2026-06-14,Periferia,Express,7.85,4.19,40.2,13213.0,4.0
4323,2026-06-17,Comercial,Express,3.92,3.96,36.1,10200.0,5.0
4324,2026-06-30,Centro,Express,6.3,1.34,39.2,10289.0,3.0
4325,2026-06-08,Periferia,Estándar,8.18,1.52,63.3,7943.0,2.0
4326,2026-06-11,Industrial,Express,5.33,1.18,24.9,9359.0,4.0
4327,2026-06-20,Comercial,Express,4.88,2.99,42.9,11346.0,3.0
4328,2026-06-28,Industrial,Express,4.62,3.24,24.1,10204.0,5.0
4329,2026-06-01,Centro,Estándar,5.63,2.37,53.9,7018.0,3.0
4330,2026-06-26,Residencial,Estándar,4.23,2.71,70.5,6445.0,2.0
4331,2026-06-07,Centro,Express,5.38,11.02,40.3,12850.0,5.0
4332,2026-06-21,Comercial,Estándar,4.55,1.73,53.1,5791.0,2.0
4333,2026-06-21,Centro,Estándar,7.26,7.83,52.1,10647.0,2.0
4334,2026-06-17,Centro,Estándar,7.64,0.97,39.1,7258.0,5.0
4335,2026-06-30,Residencial,Estándar,11.88,2.57,89.1,11035.0,2.0
4336,2026-06-10,Comercial,Express,7.24,2.74,269.4,11084.0,1.0
4337,2026-06-11,Periferia,Estándar,2.64,1.37,22.4,4890.0,5.0
4338,2026-06-22,Industrial,Express,6.09,0.75,27.2,9869.0,5.0
4339,2026-06-30,Periferia,Estándar,2.65,4.58,26.6,4961.0,4.0
4340,2026-06-09,Centro,Estándar,2.55,3.03,42.6,4705.0,5.0
4341,2026-06-09,Comercial,Estándar,13.68,2.24,71.3,12138.0,2.0
4342,2026-06-24,Comercial,Estándar,2.22,0.91,21.4,4596.0,5.0
4343,2026-06-05,Residencial,Express,5.04,0.65,45.4,9323.0,3.0
4344,2026-06-17,Periferia,Express,3.09,0.95,23.9,8719.0,5.0
4345,2026-06-09,Industrial,Express,15.53,2.18,64.3,18118.0,1.0
4346,2026-06-17,Periferia,Estándar,7.17,2.7,56.1,8382.0,3.0
4347,2026-06-24,Periferia,Estándar,15.43,5.25,103.1,14535.0,1.0
4348,2026-06-21,Periferia,Estándar,3.11,6.33,35.6,6662.0,4.0
4349,2026-06-19,Residencial,Express,2.16,0.67,30.6,7275.0,5.0
4350,2026-06-27,Centro,Estándar,5.49,1.56,50.9,5915.0,3.0
4351,2026-06-07,Centro,Estándar,4.83,1.83,46.7,6048.0,3.0
4352,2026-06-23,Industrial,Express,4.41,1.17,23.0,9219.0,5.0
4353,2026-06-09,Centro,Estándar,9.78,7.04,47.7,10949.0,5.0
4354,2026-06-07,Residencial,Express,4.5,2.34,58.6,9656.0,2.0
4355,2026-06-13,Centro,Express,2.36,1.83,36.5,7759.0,3.0
4356,2026-06-11,Comercial,Estándar,4.3,2.17,58.6,6051.0,3.0
4357,2026-06-14,Periferia,Express,6.8,1.58,36.5,10358.0,4.0
4358,2026-06-19,Centro,Estándar,8.0,1.93,47.5,8191.0,4.0
4359,2026-06-11,Comercial,Express,2.39,3.02,36.5,9283.0,4.0
4360,2026-06-13,Industrial,Estándar,2.57,1.83,35.9,5266.0,5.0
4361,2026-06-14,Centro,Estándar,2.88,2.88,46.4,4278.0,3.0
4362,2026-06-13,Centro,Express,4.59,2.6,51.4,9904.0,3.0
4363,2026-06-01,Periferia,Estándar,5.55,1.48,35.4,6511.0,5.0
4364,2026-06-08,Periferia,Estándar,15.38,2.56,102.1,14939.0,1.0
4365,2026-06-12,Periferia,Estándar,3.85,1.23,32.7,5008.0,4.0
4366,2026-06-19,Periferia,Estándar,7.72,3.04,55.7,9052.0,4.0
4367,2026-06-12,Periferia,Express,2.27,1.36,6.7,8144.0,5.0
4368,2026-06-08,Periferia,Estándar,3.16,10.32,33.8,7462.0,5.0
4369,2026-06-08,Periferia,Estándar,5.36,4.67,57.2,7148.0,2.0
4370,2026-06-29,Centro,Estándar,2.03,5.15,42.4,5073.0,3.0
4371,2026-06-21,Industrial,Estándar,10.46,1.85,48.5,11056.0,3.0
4372,2026-06-13,Industrial,Express,2.27,0.57,26.3,7687.0,4.0
4373,2026-06-12,Centro,Estándar,4.32,9.66,29.1,8559.0,4.0
4374,2026-06-29,Centro,Express,9.16,1.58,38.0,12239.0,2.0
4375,2026-06-16,Centro,Express,4.45,2.22,37.3,10085.0,4.0
4376,2026-06-01,Industrial,Estándar,1.79,1.69,29.2,3885.0,3.0
4377,2026-06-13,Industrial,Estándar,7.83,1.34,51.1,7577.0,2.0
4378,2026-06-26,Periferia,Express,9.98,1.9,76.6,14102.0,2.0
4379,2026-06-07,Residencial,Estándar,4.39,1.24,55.2,6751.0,3.0
4380,2026-06-28,Periferia,Estándar,4.23,3.58,40.0,6120.0,5.0
4381,2026-06-26,Comercial,Estándar,8.67,1.93,43.8,8635.0,4.0
4382,2026-06-05,Centro,Estándar,1.97,2.69,42.1,4955.0,5.0
4383,2026-06-08,Periferia,Estándar,8.96,1.21,62.3,9079.0,3.0
4384,2026-06-25,Centro,Express,8.42,1.86,38.8,11770.0,4.0
4385,2026-06-27,Industrial,Express,2.37,2.27,11.1,8213.0,5.0
4386,2026-06-14,Periferia,Express,3.18,1.65,31.8,8693.0,4.0
4387,2026-06-23,Industrial,Express,1.48,5.74,23.6,8476.0,5.0
4388,2026-06-30,Industrial,Estándar,2.17,0.69,20.0,3848.0,5.0
4389,2026-06-13,Centro,Express,12.95,1.17,50.1,14996.0,2.0
4390,2026-06-15,Industrial,Estándar,5.67,1.06,230.7,6795.0,1.0
4391,2026-06-23,Centro,Estándar,5.67,3.6,48.3,8045.0,2.0
4392,2026-06-17,Periferia,Estándar,6.91,8.51,56.6,9277.0,2.0
4393,2026-06-15,Comercial,Express,4.75,0.8,38.0,9639.0,3.0
4394,2026-06-20,Industrial,Express,2.25,2.47,24.7,7980.0,5.0
4395,2026-06-18,Periferia,Estándar,4.99,3.74,27.8,6541.0,5.0
4396,2026-06-18,Centro,Express,9.69,7.69,34.5,15866.0,4.0
4397,2026-06-02,Periferia,Estándar,1.98,0.8,26.3,3702.0,5.0
4398,2026-06-04,Centro,Estándar,1.86,0.78,39.6,3899.0,5.0
4399,2026-06-30,Residencial,Estándar,5.19,5.09,62.5,7616.0,2.0
4400,2026-06-01,Periferia,Estándar,3.92,3.85,47.0,5939.0,3.0
4401,2026-06-04,Residencial,Express,4.23,1.37,38.5,8779.0,3.0
4402,2026-06-18,Residencial,Estándar,5.39,1.11,70.0,6807.0,2.0
4403,2026-06-05,Periferia,Express,4.13,1.24,25.7,8303.0,4.0
4404,2026-06-19,Centro,Express,8.64,2.34,35.4,12393.0,5.0
4405,2026-06-15,Comercial,Estándar,3.09,1.31,28.7,4849.0,5.0
4406,2026-06-28,Centro,Estándar,3.47,2.52,42.7,5758.0,4.0
4407,2026-06-08,Periferia,Estándar,7.54,2.73,52.1,8125.0,2.0
4408,2026-06-20,Centro,Estándar,5.93,2.31,45.0,6965.0,4.0
4409,2026-06-17,Periferia,Estándar,7.17,1.72,71.1,8270.0,2.0
4410,2026-06-01,Centro,Express,2.88,4.97,42.7,8362.0,5.0
4411,2026-06-12,Periferia,Estándar,3.51,1.01,32.8,4588.0,4.0
4412,2026-06-26,Industrial,Express,7.54,1.32,44.8,10935.0,3.0
4413,2026-06-19,Residencial,Estándar,5.69,2.31,49.3,7656.0,3.0
4414,2026-06-15,Centro,Estándar,4.75,2.51,35.8,6114.0,5.0
4415,2026-06-09,Periferia,Estándar,8.11,4.02,59.7,9507.0,1.0
4416,2026-06-07,Periferia,Express,5.5,0.95,33.0,10407.0,5.0
4417,2026-06-02,Centro,Express,2.35,4.41,34.8,7969.0,4.0
4418,2026-06-29,Industrial,Estándar,3.75,1.21,26.3,5176.0,5.0
4419,2026-06-09,Comercial,Estándar,6.59,2.79,56.4,7314.0,3.0
4420,2026-06-10,Centro,Express,9.1,3.04,49.1,13722.0,4.0
4421,2026-06-02,Comercial,Estándar,3.01,3.5,37.9,5564.0,4.0
4422,2026-06-19,Industrial,Estándar,1.5,6.4,21.5,5074.0,
4423,2026-06-11,Centro,Estándar,7.94,0.5,43.3,7419.0,4.0
4424,2026-06-13,Industrial,Express,9.76,3.44,143.1,12803.0,1.0
4425,2026-06-10,Periferia,Express,19.47,1.98,117.2,19367.0,1.0
4426,2026-06-14,Industrial,Estándar,4.09,1.03,30.4,5375.0,3.0
4427,2026-06-18,Periferia,Estándar,5.57,4.31,37.9,6755.0,2.0
4428,2026-06-19,Centro,Express,4.02,2.51,42.3,9090.0,3.0
4429,2026-06-22,Comercial,Estándar,4.39,0.61,51.0,5997.0,5.0
4430,2026-06-09,Periferia,Express,4.74,0.93,28.1,9629.0,
4431,2026-06-25,Comercial,Estándar,10.0,2.9,55.5,9879.0,3.0
4432,2026-06-07,Centro,Estándar,8.79,5.83,49.0,10461.0,3.0
4433,2026-06-28,Comercial,Estándar,16.67,2.76,72.2,14137.0,2.0
4434,2026-06-03,Periferia,Estándar,8.46,1.69,54.5,8564.0,2.0
4435,2026-06-20,Comercial,Estándar,5.38,1.64,37.0,5478.0,4.0
4436,2026-06-06,Industrial,Estándar,2.72,2.59,25.2,4644.0,5.0
4437,2026-06-27,Periferia,Estándar,9.26,3.19,64.4,9780.0,3.0
4438,2026-06-21,Centro,Express,4.22,2.0,39.4,10577.0,3.0
4439,2026-06-02,Comercial,Express,5.8,1.85,53.2,9828.0,3.0
4440,2026-06-29,Industrial,Estándar,9.34,4.08,42.7,9626.0,4.0
4441,2026-06-06,Residencial,Estándar,4.3,0.86,43.2,4792.0,4.0
4442,2026-06-03,Periferia,Estándar,2.76,0.92,29.7,5209.0,5.0
4443,2026-06-16,Industrial,Estándar,7.12,6.34,52.4,10045.0,3.0
4444,2026-06-30,Industrial,Estándar,10.27,2.29,49.7,10460.0,3.0
4445,2026-06-08,Industrial,Estándar,4.55,2.53,33.7,6073.0,5.0
4446,2026-06-02,Comercial,Estándar,2.49,0.7,39.5,4189.0,4.0
4447,2026-06-17,Centro,Estándar,3.67,1.36,40.8,4966.0,5.0
4448,2026-06-09,Periferia,Estándar,1.56,3.25,20.9,4533.0,5.0
4449,2026-06-30,Periferia,Estándar,3.35,3.91,26.4,5884.0,5.0
4450,2026-06-12,Periferia,Estándar,4.92,0.64,40.8,5434.0,4.0
4451,2026-06-03,Periferia,Estándar,9.18,6.63,69.0,10274.0,2.0
4452,2026-06-11,Periferia,Estándar,5.11,0.94,45.6,6033.0,3.0
4453,2026-06-01,Periferia,Estándar,4.03,5.56,22.8,7071.0,4.0
4454,2026-06-23,Periferia,Estándar,7.17,4.22,54.7,8342.0,4.0
4455,2026-06-13,Comercial,Estándar,4.0,2.34,51.0,6509.0,4.0
4456,2026-06-15,Centro,Estándar,10.68,2.35,49.4,10476.0,3.0
4457,2026-06-26,Periferia,Estándar,7.07,10.85,48.2,10596.0,2.0
4458,2026-06-05,Industrial,Estándar,6.3,0.93,38.4,5829.0,2.0
4459,2026-06-21,Centro,Estándar,1.69,1.59,36.8,4136.0,3.0
4460,2026-06-30,Industrial,Estándar,12.18,2.42,51.5,10926.0,3.0
4461,2026-06-17,Periferia,Express,5.4,3.39,37.5,10534.0,4.0
4462,2026-06-25,Comercial,Express,7.68,2.51,51.8,12198.0,4.0
4463,2026-06-23,Periferia,Estándar,12.24,2.17,83.3,11109.0,1.0
4464,2026-06-24,Centro,Estándar,5.21,3.96,36.0,7314.0,4.0
4465,2026-06-25,Periferia,Estándar,1.35,4.93,20.6,5039.0,4.0
4466,2026-06-06,Centro,Estándar,4.42,0.77,41.3,5453.0,3.0
4467,2026-06-28,Comercial,Express,5.48,8.08,58.8,13601.0,2.0
4468,2026-06-21,Industrial,Estándar,3.82,3.82,25.7,6875.0,4.0
4469,2026-06-22,Comercial,Express,6.92,1.2,49.3,10949.0,5.0
4470,2026-06-11,Periferia,Estándar,2.87,3.96,17.6,5216.0,5.0
4471,2026-06-18,Comercial,Express,6.49,1.86,33.8,10597.0,4.0
4472,2026-06-04,Periferia,Estándar,3.07,2.67,31.5,4887.0,5.0
4473,2026-06-03,Centro,Express,4.71,1.86,41.1,9717.0,3.0
4474,2026-06-13,Centro,Express,7.7,12.22,38.3,14973.0,5.0
4475,2026-06-23,Industrial,Express,5.02,1.17,16.9,10103.0,5.0
4476,2026-06-09,Residencial,Estándar,2.55,2.43,38.9,5056.0,3.0
4477,2026-06-21,Centro,Estándar,4.81,2.8,40.7,6602.0,5.0
4478,2026-06-06,Comercial,Express,2.94,2.46,44.4,7829.0,3.0
4479,2026-06-26,Comercial,Estándar,2.12,1.32,47.6,4565.0,2.0
4480,2026-06-30,Periferia,Express,4.28,1.74,38.3,8816.0,5.0
4481,2026-06-28,Industrial,Estándar,4.07,4.16,31.0,6316.0,4.0
4482,2026-06-12,Centro,Estándar,5.97,1.47,37.2,7178.0,5.0
4483,2026-06-02,Comercial,Express,6.47,2.41,34.5,11276.0,3.0
4484,2026-06-03,Industrial,Estándar,2.81,4.26,30.6,4881.0,5.0
4485,2026-06-03,Periferia,Express,4.63,4.06,33.1,10467.0,5.0
4486,2026-06-28,Comercial,Estándar,12.71,5.66,67.9,12565.0,2.0
4487,2026-06-12,Centro,Express,3.37,8.29,36.0,11103.0,5.0
4488,2026-06-15,Comercial,Estándar,5.16,6.56,285.9,8477.0,1.0
4489,2026-06-09,Centro,Estándar,8.47,2.48,50.2,8529.0,4.0
4490,2026-06-23,Comercial,Estándar,10.73,5.36,61.4,11364.0,2.0
4491,2026-06-08,Industrial,Estándar,5.56,2.21,35.4,6586.0,5.0
4492,2026-06-11,Industrial,Estándar,1.81,4.8,17.6,5442.0,5.0
4493,2026-06-16,Periferia,Estándar,7.13,3.11,49.7,8012.0,3.0
4494,2026-06-26,Comercial,Estándar,5.27,1.64,55.6,5821.0,2.0
4495,2026-06-27,Periferia,Estándar,4.91,3.91,48.7,6460.0,3.0
4496,2026-06-25,Centro,Estándar,3.97,1.46,48.3,6465.0,4.0
4497,2026-06-22,Periferia,Express,3.19,3.35,14.0,9167.0,5.0
4498,2026-06-04,Comercial,Estándar,3.7,2.84,47.9,6019.0,4.0
4499,2026-06-28,Periferia,Estándar,3.01,1.82,26.0,4489.0,5.0
4500,2026-06-01,Periferia,Estándar,5.45,0.8,48.7,5686.0,3.0
4501,2026-06-24,Comercial,Estándar,7.81,0.86,51.4,7885.0,4.0
4502,2026-06-07,Comercial,Express,5.6,5.4,55.9,11104.0,2.0
4503,2026-06-02,Centro,Estándar,2.23,8.6,42.1,6158.0,5.0
4504,2026-06-24,Periferia,Estándar,6.06,1.99,36.2,7041.0,4.0
4505,2026-06-28,Centro,Estándar,3.38,1.68,41.6,5551.0,3.0
4506,2026-06-05,Comercial,Estándar,1.34,1.9,28.4,4053.0,4.0
4507,2026-06-07,Comercial,Estándar,5.67,7.06,52.5,9210.0,3.0
4508,2026-06-04,Comercial,Express,3.7,7.02,41.6,10238.0,5.0
4509,2026-06-05,Industrial,Estándar,4.16,1.57,33.5,6146.0,4.0
4510,2026-06-24,Periferia,Estándar,4.83,1.57,51.3,6373.0,3.0
4511,2026-06-01,Periferia,Estándar,3.24,6.02,30.2,5375.0,4.0
4512,2026-06-01,Periferia,Express,8.87,4.33,57.1,13145.0,4.0
4513,2026-06-15,Centro,Express,2.16,9.17,35.9,10255.0,2.0
4514,2026-06-20,Residencial,Estándar,2.58,3.89,50.6,5418.0,3.0
4515,2026-06-19,Periferia,Express,5.78,3.65,44.8,10685.0,2.0
4516,2026-06-29,Residencial,Estándar,7.18,3.93,41.1,8523.0,4.0
4517,2026-06-10,Comercial,Estándar,2.96,2.47,45.8,4979.0,5.0
4518,2026-06-28,Comercial,Estándar,3.66,2.95,49.7,6589.0,4.0
4519,2026-06-18,Industrial,Estándar,4.78,1.25,41.8,5190.0,4.0
4520,2026-06-28,Centro,Estándar,5.56,3.55,51.4,8158.0,3.0
4521,2026-06-03,Periferia,Estándar,7.23,4.54,61.0,9145.0,1.0
4522,2026-06-11,Industrial,Estándar,3.11,4.69,24.9,5129.0,5.0
4523,2026-06-15,Centro,Estándar,6.42,2.18,46.5,7658.0,4.0
4524,2026-06-27,Centro,Express,6.0,2.15,42.8,10176.0,4.0
4525,2026-06-30,Industrial,Estándar,4.21,3.5,26.5,6544.0,5.0
4526,2026-06-11,Residencial,Express,3.91,2.45,55.3,9266.0,4.0
4527,2026-06-17,Comercial,Estándar,6.37,1.59,59.0,6944.0,2.0
4528,2026-06-17,Centro,Express,7.22,1.15,41.3,10856.0,3.0
4529,2026-06-06,Residencial,Estándar,8.29,0.7,61.7,8536.0,2.0
4530,2026-06-05,Industrial,Express,11.24,2.49,55.0,14554.0,2.0
4531,2026-06-08,Industrial,Express,4.17,2.73,33.1,10357.0,3.0
4532,2026-06-02,Periferia,Express,7.77,2.29,51.5,11251.0,3.0
4533,2026-06-16,Industrial,Estándar,3.55,3.9,231.6,5784.0,1.0
4534,2026-06-20,Industrial,Estándar,9.37,1.4,42.4,9305.0,3.0
4535,2026-06-24,Industrial,Express,3.9,0.95,29.1,9015.0,5.0
4536,2026-06-12,Periferia,Express,6.02,2.11,39.3,10884.0,4.0
4537,2026-06-06,Comercial,Express,2.35,1.92,22.2,8311.0,5.0
4538,2026-06-01,Residencial,Estándar,7.41,3.32,66.3,8250.0,3.0
4539,2026-06-04,Comercial,Estándar,5.86,1.69,36.8,7459.0,4.0
4540,2026-06-17,Centro,Estándar,6.86,3.2,43.4,7278.0,2.0
4541,2026-06-13,Periferia,Estándar,5.89,8.01,42.8,9295.0,4.0
4542,2026-06-18,Periferia,Estándar,6.15,1.63,52.4,6917.0,
4543,2026-06-05,Industrial,Estándar,11.46,3.67,47.2,11218.0,4.0
4544,2026-06-30,Comercial,Estándar,3.32,0.71,44.8,5039.0,4.0
4545,2026-06-24,Centro,Express,5.76,1.89,36.6,9886.0,3.0
4546,2026-06-24,Residencial,Estándar,3.69,2.47,47.6,5839.0,4.0
4547,2026-06-27,Industrial,Express,5.66,2.31,41.3,11058.0,4.0
4548,2026-06-03,Centro,Express,2.01,1.89,41.2,8206.0,4.0
4549,2026-06-11,Periferia,Express,6.19,4.24,27.4,11673.0,4.0
4550,2026-06-13,Centro,Estándar,2.9,2.17,42.9,5155.0,4.0
4551,2026-06-04,Industrial,Estándar,4.6,2.34,25.5,5970.0,3.0
4552,2026-06-26,Centro,Estándar,1.76,2.66,51.5,3800.0,3.0
4553,2026-06-27,Industrial,Express,4.56,0.84,23.9,9292.0,4.0
4554,2026-06-14,Comercial,Estándar,3.99,2.72,34.0,5977.0,5.0
4555,2026-06-22,Periferia,Estándar,6.82,1.37,47.8,7272.0,
4556,2026-06-11,Centro,Estándar,5.62,0.81,43.8,6536.0,3.0
4557,2026-06-27,Industrial,Estándar,2.12,0.69,25.0,4058.0,5.0
4558,2026-06-10,Periferia,Estándar,14.3,3.42,101.2,12875.0,1.0
4559,2026-06-19,Residencial,Estándar,5.06,1.68,51.0,6691.0,4.0
4560,2026-06-18,Periferia,Estándar,10.16,1.34,61.7,9554.0,2.0
4561,2026-06-06,Centro,Estándar,5.91,3.26,36.2,7599.0,4.0
4562,2026-06-27,Industrial,Estándar,7.5,5.63,37.3,10204.0,3.0
4563,2026-06-29,Comercial,Estándar,5.33,1.97,48.7,6236.0,4.0
4564,2026-06-15,Centro,Estándar,3.76,1.94,36.9,4853.0,5.0
4565,2026-06-21,Periferia,Estándar,5.69,3.7,42.2,7760.0,4.0
4566,2026-06-30,Comercial,Estándar,1.2,1.13,38.6,3850.0,4.0
4567,2026-06-10,Centro,Estándar,9.41,5.33,52.8,11604.0,2.0
4568,2026-06-05,Centro,Estándar,6.41,2.5,47.7,7650.0,3.0
4569,2026-06-26,Industrial,Estándar,3.7,1.68,25.0,5535.0,5.0
4570,2026-06-29,Comercial,Estándar,2.48,1.68,43.1,4933.0,3.0
4571,2026-06-05,Comercial,Estándar,5.0,1.81,51.5,6797.0,2.0
4572,2026-06-10,Periferia,Estándar,2.71,0.76,35.7,5203.0,5.0
4573,2026-06-28,Periferia,Express,3.57,0.88,28.4,8249.0,5.0
4574,2026-06-05,Periferia,Express,5.34,12.76,45.3,13997.0,3.0
4575,2026-06-03,Comercial,Express,2.14,1.56,21.4,7498.0,5.0
4576,2026-06-23,Industrial,Estándar,4.13,5.13,27.9,6694.0,5.0
4577,2026-06-06,Periferia,Express,16.56,0.84,113.9,17940.0,1.0
4578,2026-06-04,Periferia,Estándar,7.58,3.7,49.0,9172.0,4.0
4579,2026-06-18,Comercial,Express,4.45,14.79,51.4,14528.0,3.0
4580,2026-06-28,Periferia,Estándar,1.41,2.24,18.1,3710.0,5.0
4581,2026-06-09,Centro,Estándar,4.03,1.59,36.4,6011.0,4.0
4582,2026-06-17,Centro,Estándar,5.51,2.65,40.1,7148.0,5.0
4583,2026-06-29,Comercial,Estándar,4.37,2.9,23.5,5561.0,5.0
4584,2026-06-13,Residencial,Estándar,3.94,0.39,49.8,5470.0,3.0
4585,2026-06-27,Periferia,Express,3.54,2.57,18.8,9075.0,5.0
4586,2026-06-15,Periferia,Express,4.63,4.16,28.9,10363.0,3.0
4587,2026-06-30,Centro,Estándar,5.55,2.04,35.5,6537.0,5.0
4588,2026-06-20,Centro,Estándar,4.66,2.58,41.1,6429.0,5.0
4589,2026-06-17,Periferia,Express,8.19,0.52,40.4,11286.0,4.0
4590,2026-06-13,Periferia,Express,5.05,3.37,42.5,9955.0,4.0
4591,2026-06-16,Industrial,Express,3.5,3.4,26.9,9590.0,5.0
4592,2026-06-22,Periferia,Estándar,6.67,1.11,50.3,7907.0,3.0
4593,2026-06-04,Comercial,Estándar,4.3,2.26,45.6,6502.0,3.0
4594,2026-06-05,Comercial,Express,10.98,12.57,52.3,17027.0,3.0
4595,2026-06-05,Centro,Express,2.63,3.57,33.1,8027.0,5.0
4596,2026-06-09,Centro,Estándar,1.93,5.39,40.0,6146.0,5.0
4597,2026-06-17,Residencial,Estándar,10.5,4.35,59.7,10748.0,4.0
4598,2026-06-13,Comercial,Estándar,2.75,1.04,49.2,5035.0,4.0
4599,2026-06-02,Periferia,Estándar,4.73,0.47,31.6,5909.0,4.0
4600,2026-06-13,Centro,Estándar,6.8,1.49,43.3,6885.0,4.0
4601,2026-06-22,Residencial,Estándar,8.74,3.35,80.3,9219.0,1.0
4602,2026-06-21,Centro,Estándar,5.81,5.17,52.6,8037.0,3.0
4603,2026-06-27,Centro,Estándar,3.15,3.06,43.7,5583.0,4.0
4604,2026-06-23,Residencial,Estándar,3.72,4.78,46.1,6579.0,4.0
4605,2026-06-19,Comercial,Estándar,8.72,1.6,51.2,9119.0,5.0
4606,2026-06-03,Industrial,Estándar,2.51,2.17,132.2,3783.0,1.0
4607,2026-06-10,Centro,Estándar,1.95,4.15,33.0,5014.0,5.0
4608,2026-06-02,Periferia,Estándar,5.78,0.99,55.4,5797.0,3.0
4609,2026-06-13,Industrial,Estándar,5.5,3.78,263.4,7305.0,1.0
4610,2026-06-19,Comercial,Estándar,9.37,4.03,66.2,10247.0,2.0
4611,2026-06-26,Periferia,Express,12.87,5.43,90.7,16288.0,1.0
4612,2026-06-17,Residencial,Estándar,5.29,2.74,244.5,7108.0,1.0
4613,2026-06-21,Centro,Estándar,9.61,3.34,38.6,9342.0,5.0
4614,2026-06-14,Centro,Estándar,4.11,4.71,45.8,6304.0,3.0
4615,2026-06-12,Periferia,Express,4.73,4.06,22.6,9164.0,5.0
4616,2026-06-21,Industrial,Estándar,4.73,0.67,22.0,5361.0,5.0
4617,2026-06-12,Comercial,Estándar,2.5,2.93,41.2,5868.0,4.0
4618,2026-06-11,Comercial,Estándar,10.81,2.29,74.4,10731.0,1.0
4619,2026-06-07,Centro,Express,6.29,5.64,32.2,13053.0,4.0
4620,2026-06-04,Residencial,Estándar,3.36,0.8,59.8,5209.0,1.0
4621,2026-06-19,Periferia,Express,4.97,3.34,24.0,9920.0,5.0
4622,2026-06-01,Centro,Estándar,4.39,6.18,40.6,6918.0,3.0
4623,2026-06-28,Industrial,Express,2.62,1.76,27.3,7920.0,5.0
4624,2026-06-24,Centro,Estándar,4.97,1.8,37.6,6490.0,4.0
4625,2026-06-29,Periferia,Estándar,6.47,1.19,52.1,6803.0,2.0
4626,2026-06-03,Periferia,Estándar,20.25,5.82,119.4,19171.0,1.0
4627,2026-06-13,Centro,Express,9.44,4.34,44.4,13606.0,3.0
4628,2026-06-15,Periferia,Express,4.97,3.44,38.5,11224.0,4.0
4629,2026-06-02,Periferia,Express,10.98,2.58,74.1,14118.0,1.0
4630,2026-06-11,Periferia,Express,1.02,1.41,5.0,7237.0,5.0
4631,2026-06-04,Periferia,Estándar,3.21,2.33,28.3,3479.0,5.0
4632,2026-06-19,Comercial,Estándar,2.74,1.33,26.7,4762.0,5.0
4633,2026-06-29,Centro,Express,2.97,7.3,41.6,10473.0,4.0
4634,2026-06-17,Industrial,Estándar,5.5,1.34,28.9,6480.0,5.0
4635,2026-06-03,Industrial,Estándar,3.48,3.66,12.1,6167.0,5.0
4636,2026-06-28,Comercial,Estándar,4.32,1.56,38.5,5483.0,3.0
4637,2026-06-18,Comercial,Express,5.38,1.38,44.1,10518.0,5.0
4638,2026-06-08,Centro,Estándar,8.57,1.72,51.2,9553.0,3.0
4639,2026-06-22,Centro,Express,12.71,4.34,43.8,15391.0,4.0
4640,2026-06-25,Industrial,Estándar,5.5,1.71,30.0,6323.0,4.0
4641,2026-06-24,Comercial,Express,3.76,6.17,34.5,10552.0,4.0
4642,2026-06-26,Centro,Estándar,2.98,7.64,29.4,6614.0,4.0
4643,2026-06-19,Periferia,Estándar,4.96,3.05,52.3,7849.0,3.0
4644,2026-06-05,Comercial,Express,2.76,5.85,39.4,10148.0,4.0
